sample_id,cancer_type,reference_dataset,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
TCGA-E2-A14V-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0.812,0.002,0.023,0.127,0.029,0.007,0,0
TCGA-E2-A153-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.399,0.004,0.071,0.381,0.142,0.004,0,0
TCGA-AR-A24R-01A,BRCA,simu_bulk_2ds_ref,0,0.035,0.018,0.644,0.023,0.028,0.126,0.117,0.003,0,0.003
TCGA-AR-A1AV-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.665,0,0.054,0.188,0.091,0.001,0,0
TCGA-OL-A66H-01A,BRCA,simu_bulk_2ds_ref,0.003,0.032,0.003,0.519,0.011,0.08,0.117,0.224,0.009,0.002,0
TCGA-AR-A251-01A,BRCA,simu_bulk_2ds_ref,0.003,0.008,0.012,0.634,0.003,0.047,0.171,0.122,0,0,0.001
TCGA-AC-A7VB-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.887,0.006,0.056,0.049,0.001,0,0,0.001
TCGA-A8-A08C-01A,BRCA,simu_bulk_2ds_ref,0,0.009,0,0.757,0,0.033,0.131,0.071,0,0,0
TCGA-A2-A259-01A,BRCA,simu_bulk_2ds_ref,0.02,0.046,0.002,0.47,0.013,0.104,0.205,0.106,0.03,0,0.003
TCGA-AO-A03P-01A,BRCA,simu_bulk_2ds_ref,0,0.008,0,0.77,0.001,0.045,0.115,0.061,0,0,0
TCGA-A7-A4SE-01A,BRCA,simu_bulk_2ds_ref,0,0.007,0,0.563,0.009,0.052,0.307,0.06,0,0,0.003
TCGA-C8-A132-01A,BRCA,simu_bulk_2ds_ref,0.022,0.041,0.041,0.448,0.023,0.06,0.263,0.097,0.002,0.004,0
TCGA-B6-A0RS-01A,BRCA,simu_bulk_2ds_ref,0.002,0.017,0.017,0.636,0.006,0.038,0.137,0.146,0,0,0
TCGA-BH-A0BV-01A,BRCA,simu_bulk_2ds_ref,0,0.027,0.024,0.506,0.013,0.057,0.215,0.155,0.003,0,0
TCGA-BH-A0B1-01A,BRCA,simu_bulk_2ds_ref,0,0.013,0,0.613,0.005,0.1,0.221,0.042,0.005,0,0
TCGA-AN-A0FZ-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.719,0,0.068,0.171,0.042,0,0,0
TCGA-EW-A1PC-01B,BRCA,simu_bulk_2ds_ref,0,0,0,0.83,0.003,0.024,0.109,0.034,0,0,0.001
TCGA-D8-A147-01A,BRCA,simu_bulk_2ds_ref,0.001,0.042,0.016,0.701,0.006,0.01,0.115,0.109,0,0,0
TCGA-BH-A1FE-01A,BRCA,simu_bulk_2ds_ref,0.027,0.051,0.041,0.392,0.031,0.08,0.256,0.1,0.022,0,0
TCGA-AN-A0XV-01A,BRCA,simu_bulk_2ds_ref,0.009,0.033,0.014,0.465,0.007,0.142,0.262,0.066,0.003,0,0
TCGA-XX-A89A-01A,BRCA,simu_bulk_2ds_ref,0.001,0.044,0.008,0.262,0.01,0.095,0.371,0.202,0,0.008,0
TCGA-LL-A441-01A,BRCA,simu_bulk_2ds_ref,0.209,0.097,0.029,0.316,0.039,0.075,0.144,0.074,0.002,0.01,0.006
TCGA-E2-A15O-01A,BRCA,simu_bulk_2ds_ref,0,0.025,0,0.753,0.012,0.039,0.081,0.077,0.01,0,0.002
TCGA-C8-A12P-01A,BRCA,simu_bulk_2ds_ref,0.001,0.004,0.007,0.67,0.007,0.025,0.164,0.122,0,0,0
TCGA-BH-A1F0-01A,BRCA,simu_bulk_2ds_ref,0.074,0.031,0.041,0.264,0.017,0.111,0.154,0.304,0.003,0.001,0
TCGA-OL-A66K-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.591,0.01,0.069,0.255,0.063,0.01,0,0.001
TCGA-BH-A0GY-01A,BRCA,simu_bulk_2ds_ref,0.004,0.014,0.005,0.644,0.013,0.035,0.154,0.125,0.006,0,0
TCGA-GM-A2DD-01A,BRCA,simu_bulk_2ds_ref,0.008,0.085,0.022,0.403,0.024,0.069,0.187,0.197,0.001,0.004,0
TCGA-A1-A0SE-01A,BRCA,simu_bulk_2ds_ref,0,0.008,0.004,0.622,0.006,0.066,0.254,0.033,0.006,0,0
TCGA-LL-A73Y-01A,BRCA,simu_bulk_2ds_ref,0.024,0.051,0.006,0.413,0.013,0.084,0.316,0.089,0.002,0,0
TCGA-A2-A0CM-01A,BRCA,simu_bulk_2ds_ref,0.008,0.035,0.052,0.561,0.01,0.035,0.113,0.185,0,0,0
TCGA-A8-A09G-01A,BRCA,simu_bulk_2ds_ref,0.026,0.046,0.023,0.631,0.026,0.045,0.081,0.113,0,0.009,0
TCGA-E2-A14T-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.753,0.001,0.029,0.094,0.122,0,0,0
TCGA-E9-A1N8-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.881,0.002,0.005,0.082,0.03,0,0,0
TCGA-AN-A0AT-01A,BRCA,simu_bulk_2ds_ref,0.009,0.015,0.014,0.8,0.001,0.011,0.059,0.091,0,0,0
TCGA-A8-A08Z-01A,BRCA,simu_bulk_2ds_ref,0,0.009,0.002,0.362,0.003,0.042,0.334,0.242,0.005,0,0
TCGA-AR-A24N-01A,BRCA,simu_bulk_2ds_ref,0.003,0.013,0.002,0.651,0.008,0.03,0.236,0.056,0,0,0
TCGA-BH-A0B6-01A,BRCA,simu_bulk_2ds_ref,0.09,0.073,0.097,0.281,0.044,0.063,0.148,0.172,0.002,0.03,0
TCGA-EW-A1PA-01A,BRCA,simu_bulk_2ds_ref,0.017,0.015,0.012,0.604,0.019,0.098,0.143,0.069,0.018,0,0.004
TCGA-AR-A24Q-01A,BRCA,simu_bulk_2ds_ref,0.016,0.004,0.033,0.521,0.005,0.037,0.279,0.103,0,0,0
TCGA-BH-A8FY-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.809,0.001,0.069,0.027,0.094,0,0,0
TCGA-E9-A2JS-01A,BRCA,simu_bulk_2ds_ref,0,0,0.001,0.739,0.011,0.025,0.139,0.077,0.008,0,0
TCGA-AN-A0AR-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.887,0,0.019,0.049,0.045,0,0,0
TCGA-A2-A04U-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.822,0,0.021,0.119,0.038,0,0,0
TCGA-A7-A56D-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0,0.666,0.019,0.012,0.204,0.088,0,0.007,0
TCGA-B6-A0X4-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.925,0,0.019,0.054,0.001,0.002,0,0
TCGA-AQ-A7U7-01A,BRCA,simu_bulk_2ds_ref,0.094,0.088,0.078,0.135,0.038,0.122,0.261,0.154,0.012,0.014,0.004
TCGA-D8-A1XT-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.51,0.002,0.063,0.255,0.169,0,0,0
TCGA-BH-A1FJ-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.82,0,0.042,0.098,0.039,0,0,0
TCGA-A2-A0ET-01A,BRCA,simu_bulk_2ds_ref,0,0.029,0.029,0.743,0.002,0.042,0.041,0.111,0.002,0,0
TCGA-AR-A0TR-01A,BRCA,simu_bulk_2ds_ref,0.038,0.049,0,0.804,0.015,0.034,0.016,0.04,0.001,0,0.002
TCGA-A8-A095-01A,BRCA,simu_bulk_2ds_ref,0,0.013,0.006,0.669,0.007,0.056,0.153,0.092,0.003,0,0
TCGA-A2-A25E-01A,BRCA,simu_bulk_2ds_ref,0.002,0.019,0.001,0.686,0.012,0.05,0.153,0.076,0,0,0.001
TCGA-A8-A08S-01A,BRCA,simu_bulk_2ds_ref,0,0.006,0.001,0.738,0.004,0.025,0.131,0.093,0.002,0,0.001
TCGA-AR-A0TS-01A,BRCA,simu_bulk_2ds_ref,0.132,0.096,0.029,0.357,0.021,0.075,0.149,0.131,0,0.007,0.001
TCGA-BH-A0BR-01A,BRCA,simu_bulk_2ds_ref,0,0.013,0.006,0.49,0.002,0.058,0.268,0.159,0.002,0.001,0
TCGA-A8-A0A6-01A,BRCA,simu_bulk_2ds_ref,0.037,0.041,0.046,0.45,0.014,0.071,0.158,0.177,0.005,0,0
TCGA-B6-A401-01A,BRCA,simu_bulk_2ds_ref,0.01,0.032,0.007,0.571,0.019,0.049,0.194,0.106,0.008,0.001,0.004
TCGA-E2-A1B5-01A,BRCA,simu_bulk_2ds_ref,0.104,0.217,0.044,0.255,0.017,0.112,0.14,0.109,0.002,0,0
TCGA-A7-A26I-01B,BRCA,simu_bulk_2ds_ref,0,0.018,0,0.387,0.005,0.051,0.341,0.168,0.001,0.003,0.026
TCGA-S3-AA15-01A,BRCA,simu_bulk_2ds_ref,0.19,0.032,0.024,0.216,0.031,0.114,0.224,0.148,0.006,0.012,0.004
TCGA-AR-A1AW-01A,BRCA,simu_bulk_2ds_ref,0.229,0.108,0.107,0.142,0.056,0.039,0.11,0.205,0,0.001,0.003
TCGA-E9-A5FL-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0,0.765,0,0.035,0.114,0.08,0,0.003,0
TCGA-A8-A092-01A,BRCA,simu_bulk_2ds_ref,0,0.004,0,0.766,0.008,0.016,0.101,0.105,0,0,0
TCGA-D8-A13Z-01A,BRCA,simu_bulk_2ds_ref,0.005,0.015,0.011,0.617,0.017,0.051,0.138,0.145,0.001,0,0.001
TCGA-AR-A24O-01A,BRCA,simu_bulk_2ds_ref,0.001,0.023,0.017,0.294,0.013,0.138,0.36,0.139,0.015,0,0.001
TCGA-AO-A0JD-01A,BRCA,simu_bulk_2ds_ref,0,0.018,0.008,0.83,0.003,0.02,0.034,0.087,0,0,0
TCGA-BH-A0HF-01A,BRCA,simu_bulk_2ds_ref,0,0.01,0.002,0.508,0.006,0.084,0.224,0.164,0.001,0.001,0
TCGA-PE-A5DD-01A,BRCA,simu_bulk_2ds_ref,0,0.029,0.027,0.482,0.01,0.138,0.225,0.065,0.021,0.002,0
TCGA-AR-A0U2-01A,BRCA,simu_bulk_2ds_ref,0,0.017,0.035,0.681,0.018,0.052,0.08,0.112,0.001,0,0.003
TCGA-AC-A3HN-01A,BRCA,simu_bulk_2ds_ref,0.014,0.024,0.014,0.285,0.018,0.14,0.322,0.156,0.015,0.01,0.001
TCGA-AN-A0AL-01A,BRCA,simu_bulk_2ds_ref,0.045,0.022,0.002,0.55,0.014,0.07,0.179,0.111,0.001,0.006,0
TCGA-B6-A0RL-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.964,0.006,0.001,0,0.019,0.003,0,0.007
TCGA-C8-A274-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.819,0.002,0.023,0.08,0.075,0,0,0.001
TCGA-A2-A0CP-01A,BRCA,simu_bulk_2ds_ref,0,0.005,0,0.469,0.01,0.085,0.36,0.056,0.015,0,0
TCGA-BH-A0H5-01A,BRCA,simu_bulk_2ds_ref,0.149,0.141,0.113,0.167,0.043,0.057,0.127,0.196,0.002,0.005,0
TCGA-A2-A0EW-01A,BRCA,simu_bulk_2ds_ref,0.002,0.017,0.015,0.312,0.011,0.149,0.346,0.132,0.015,0.001,0.001
TCGA-D8-A145-01A,BRCA,simu_bulk_2ds_ref,0.034,0.018,0.013,0.414,0.021,0.115,0.288,0.076,0.016,0.001,0.004
TCGA-A7-A13G-01B,BRCA,simu_bulk_2ds_ref,0.019,0.02,0,0.399,0.027,0.093,0.252,0.13,0.018,0.002,0.04
TCGA-AN-A0XS-01A,BRCA,simu_bulk_2ds_ref,0.031,0.035,0.025,0.389,0.018,0.076,0.284,0.138,0.002,0.003,0
TCGA-D8-A27V-01A,BRCA,simu_bulk_2ds_ref,0,0.016,0.001,0.64,0.003,0.084,0.191,0.061,0.005,0,0
TCGA-D8-A27F-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.688,0.001,0.032,0.183,0.094,0,0,0.002
TCGA-AN-A0AS-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.563,0,0.018,0.271,0.148,0,0,0
TCGA-AO-A0J5-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.41,0.011,0.082,0.396,0.097,0.004,0,0
TCGA-D8-A1Y0-01A,BRCA,simu_bulk_2ds_ref,0.015,0.041,0.031,0.448,0.014,0.095,0.195,0.143,0.016,0,0.003
TCGA-BH-A0EI-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.53,0.004,0.038,0.365,0.055,0.007,0,0
TCGA-BH-A0DI-01A,BRCA,simu_bulk_2ds_ref,0.008,0.008,0.009,0.32,0.016,0.085,0.417,0.123,0.008,0.004,0
TCGA-D8-A1XM-01A,BRCA,simu_bulk_2ds_ref,0.002,0.03,0.02,0.43,0.024,0.057,0.235,0.19,0.012,0,0
TCGA-BH-A0DZ-01A,BRCA,simu_bulk_2ds_ref,0,0,0.007,0.577,0.004,0.027,0.246,0.139,0,0,0
TCGA-A8-A08H-01A,BRCA,simu_bulk_2ds_ref,0.001,0.011,0.003,0.127,0.005,0.159,0.223,0.456,0.003,0.011,0
TCGA-A2-A3Y0-01A,BRCA,simu_bulk_2ds_ref,0.007,0.038,0.026,0.729,0.012,0.017,0.037,0.126,0,0.007,0
TCGA-BH-A0C1-01B,BRCA,simu_bulk_2ds_ref,0,0.029,0.023,0.555,0.009,0.077,0.228,0.074,0.004,0,0
TCGA-BH-A0EB-01A,BRCA,simu_bulk_2ds_ref,0.008,0.03,0.012,0.429,0.011,0.074,0.208,0.225,0.001,0,0
TCGA-E2-A15T-01A,BRCA,simu_bulk_2ds_ref,0,0.006,0,0.791,0.005,0.049,0.092,0.048,0.007,0,0.002
TCGA-C8-A1HI-01A,BRCA,simu_bulk_2ds_ref,0,0,0.001,0.709,0.011,0.036,0.171,0.067,0.006,0,0
TCGA-A2-A0EM-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.615,0.002,0.048,0.236,0.098,0.001,0,0
TCGA-3C-AALJ-01A,BRCA,simu_bulk_2ds_ref,0.001,0.054,0.018,0.559,0.009,0.063,0.193,0.099,0.001,0.003,0
TCGA-E9-A1RG-01A,BRCA,simu_bulk_2ds_ref,0,0.015,0.005,0.739,0.01,0.021,0.111,0.093,0.001,0.005,0
TCGA-A8-A0A7-01A,BRCA,simu_bulk_2ds_ref,0.107,0.044,0.111,0.287,0.019,0.027,0.164,0.24,0,0.001,0
TCGA-E2-A1B0-01A,BRCA,simu_bulk_2ds_ref,0.004,0.008,0.014,0.595,0.008,0.058,0.189,0.123,0,0,0
TCGA-BH-A28O-01A,BRCA,simu_bulk_2ds_ref,0.001,0.017,0.007,0.339,0.014,0.143,0.416,0.049,0.01,0.004,0
TCGA-B6-A0RE-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.824,0.003,0.006,0.102,0.064,0,0,0
TCGA-A7-A13F-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.703,0.004,0.058,0.119,0.114,0.002,0,0
TCGA-C8-A1HE-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0,0.705,0.005,0.056,0.126,0.101,0.001,0,0.003
TCGA-BH-A1EY-01A,BRCA,simu_bulk_2ds_ref,0,0.05,0.013,0.472,0.008,0.029,0.234,0.186,0.007,0.001,0
TCGA-AC-A3TN-01A,BRCA,simu_bulk_2ds_ref,0,0.003,0,0.739,0.002,0.052,0.155,0.045,0.001,0.003,0
TCGA-BH-A0DK-01A,BRCA,simu_bulk_2ds_ref,0.026,0.074,0.036,0.388,0.019,0.1,0.234,0.12,0.004,0,0
TCGA-A2-A04R-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.728,0.001,0.049,0.183,0.035,0.004,0,0
TCGA-E2-A1B4-01A,BRCA,simu_bulk_2ds_ref,0,0.005,0,0.788,0.001,0.033,0.145,0.025,0.003,0,0
TCGA-D8-A1XO-01A,BRCA,simu_bulk_2ds_ref,0.001,0.012,0.007,0.513,0.009,0.04,0.26,0.144,0.014,0,0
TCGA-AN-A0FD-01A,BRCA,simu_bulk_2ds_ref,0,0.01,0.011,0.591,0.008,0.022,0.284,0.073,0.001,0,0
TCGA-A8-A099-01A,BRCA,simu_bulk_2ds_ref,0,0.009,0,0.698,0.001,0.07,0.13,0.091,0.001,0,0
TCGA-GM-A5PV-01A,BRCA,simu_bulk_2ds_ref,0,0.013,0.004,0.783,0.003,0.048,0.049,0.098,0.001,0,0
TCGA-E9-A1R0-01A,BRCA,simu_bulk_2ds_ref,0.016,0.028,0.012,0.497,0.011,0.104,0.232,0.09,0.008,0.001,0
TCGA-OL-A5RV-01A,BRCA,simu_bulk_2ds_ref,0,0.014,0.001,0.645,0.01,0.078,0.191,0.038,0.016,0,0.007
TCGA-D8-A27P-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.708,0.003,0.036,0.194,0.054,0.005,0,0
TCGA-GM-A3XN-01A,BRCA,simu_bulk_2ds_ref,0.005,0.039,0.012,0.355,0.013,0.141,0.333,0.098,0.002,0.002,0.001
TCGA-A7-A0DC-01B,BRCA,simu_bulk_2ds_ref,0,0.01,0.001,0.433,0.024,0.115,0.242,0.065,0.056,0,0.054
TCGA-E9-A5FK-01A,BRCA,simu_bulk_2ds_ref,0.066,0.128,0.054,0.32,0.038,0.129,0.135,0.109,0.001,0.021,0
TCGA-E9-A1RC-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.762,0,0.018,0.162,0.055,0,0,0.003
TCGA-A8-A0A1-01A,BRCA,simu_bulk_2ds_ref,0,0.045,0.017,0.39,0.002,0.046,0.188,0.305,0.007,0,0
TCGA-A7-A5ZX-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.525,0.007,0.074,0.341,0.04,0.013,0,0
TCGA-OL-A5DA-01A,BRCA,simu_bulk_2ds_ref,0,0.005,0.021,0.71,0.011,0.049,0.162,0.041,0.002,0,0
TCGA-BH-A0BC-01A,BRCA,simu_bulk_2ds_ref,0.004,0.033,0.01,0.455,0.017,0.103,0.187,0.191,0.001,0,0
TCGA-AN-A0FN-01A,BRCA,simu_bulk_2ds_ref,0.036,0.054,0.035,0.094,0.009,0.152,0.454,0.155,0.009,0.001,0
TCGA-AR-A0TV-01A,BRCA,simu_bulk_2ds_ref,0.011,0.045,0.028,0.585,0.013,0.038,0.082,0.196,0,0.001,0
TCGA-E9-A226-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.605,0.001,0.024,0.305,0.063,0,0,0.002
TCGA-A2-A0D0-01A,BRCA,simu_bulk_2ds_ref,0,0.003,0.027,0.855,0.002,0.01,0.013,0.09,0,0,0
TCGA-AN-A0XU-01A,BRCA,simu_bulk_2ds_ref,0.002,0,0.029,0.753,0.001,0.019,0.088,0.108,0,0,0
TCGA-AC-A23E-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.414,0,0.037,0.384,0.161,0.003,0,0
TCGA-D8-A3Z6-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0.65,0.011,0.076,0.207,0.05,0.003,0.002,0.001
TCGA-OL-A66P-01A,BRCA,simu_bulk_2ds_ref,0.09,0.026,0.081,0.321,0.016,0.061,0.112,0.26,0.001,0.033,0
TCGA-A1-A0SK-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.91,0.011,0.022,0.042,0.015,0,0,0
TCGA-A8-A0A9-01A,BRCA,simu_bulk_2ds_ref,0,0.005,0.005,0.687,0.002,0.028,0.168,0.104,0,0,0
TCGA-C8-A8HQ-01A,BRCA,simu_bulk_2ds_ref,0.007,0.019,0.019,0.508,0.012,0.043,0.258,0.133,0.001,0,0
TCGA-GI-A2C8-01A,BRCA,simu_bulk_2ds_ref,0,0,0.007,0.349,0.008,0.094,0.328,0.203,0.01,0,0
TCGA-B6-A408-01A,BRCA,simu_bulk_2ds_ref,0.025,0.064,0.014,0.493,0.033,0.049,0.161,0.15,0.01,0,0.001
TCGA-AR-A24X-01A,BRCA,simu_bulk_2ds_ref,0.01,0.027,0.011,0.618,0.007,0.051,0.217,0.055,0.001,0,0.003
TCGA-D8-A13Y-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.815,0.004,0.022,0.114,0.044,0.001,0,0
TCGA-D8-A1XA-01A,BRCA,simu_bulk_2ds_ref,0,0.004,0,0.685,0.011,0.019,0.141,0.117,0.015,0,0.007
TCGA-D8-A27E-01A,BRCA,simu_bulk_2ds_ref,0,0.01,0.001,0.72,0,0.068,0.087,0.105,0.008,0,0
TCGA-D8-A1XV-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.828,0,0.039,0.073,0.06,0.001,0,0
TCGA-A2-A25F-01A,BRCA,simu_bulk_2ds_ref,0.063,0.113,0.076,0.085,0.033,0.074,0.184,0.369,0.001,0.002,0
TCGA-S3-A6ZF-01A,BRCA,simu_bulk_2ds_ref,0.015,0.029,0.012,0.612,0.025,0.047,0.15,0.099,0.01,0,0.002
TCGA-C8-A26X-01A,BRCA,simu_bulk_2ds_ref,0.059,0.024,0.047,0.372,0.009,0.071,0.155,0.261,0,0.001,0
TCGA-C8-A27A-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.006,0.753,0.008,0.034,0.129,0.056,0.006,0,0.005
TCGA-BH-A1EX-01A,BRCA,simu_bulk_2ds_ref,0,0.014,0.012,0.515,0,0.039,0.222,0.192,0.001,0,0.005
TCGA-BH-A0W5-01A,BRCA,simu_bulk_2ds_ref,0.116,0.135,0.025,0.321,0.024,0.064,0.197,0.11,0.008,0.001,0
TCGA-AR-A24M-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.565,0.005,0.06,0.238,0.115,0.016,0,0
TCGA-JL-A3YX-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.755,0.006,0.046,0.15,0.033,0.01,0,0
TCGA-A8-A0A4-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.605,0.013,0.077,0.247,0.049,0.008,0.001,0
TCGA-E9-A3HO-01A,BRCA,simu_bulk_2ds_ref,0,0.042,0.016,0.696,0.013,0.069,0.108,0.057,0,0,0
TCGA-EW-A2FV-01A,BRCA,simu_bulk_2ds_ref,0.005,0.031,0.021,0.533,0.012,0.109,0.162,0.116,0.008,0.002,0
TCGA-BH-A0EA-01A,BRCA,simu_bulk_2ds_ref,0,0.009,0.002,0.397,0.011,0.15,0.332,0.09,0.008,0,0
TCGA-AO-A0JB-01A,BRCA,simu_bulk_2ds_ref,0,0.021,0,0.711,0.009,0.072,0.121,0.066,0,0,0
TCGA-A8-A06P-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0.476,0.004,0.059,0.313,0.141,0.006,0,0
TCGA-E9-A1NG-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0.291,0.001,0.075,0.417,0.21,0.004,0,0
TCGA-BH-A18T-01A,BRCA,simu_bulk_2ds_ref,0,0.01,0.008,0.824,0,0.021,0.06,0.076,0,0,0
TCGA-E2-A15R-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.775,0.012,0.04,0.122,0.038,0.009,0,0.005
TCGA-AO-A0JJ-01A,BRCA,simu_bulk_2ds_ref,0.034,0.046,0.026,0.365,0.016,0.092,0.236,0.171,0.014,0,0
TCGA-E2-A15L-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.591,0.001,0.043,0.299,0.065,0.001,0,0
TCGA-AR-A1AJ-01A,BRCA,simu_bulk_2ds_ref,0.045,0.083,0.053,0.281,0.027,0.058,0.138,0.309,0.002,0.002,0.001
TCGA-BH-A0BA-01A,BRCA,simu_bulk_2ds_ref,0.013,0.033,0.01,0.502,0.015,0.138,0.19,0.072,0.023,0.005,0
TCGA-AN-A04D-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.896,0.001,0.04,0.05,0.013,0,0,0
TCGA-BH-A0AU-01A,BRCA,simu_bulk_2ds_ref,0.008,0.026,0.015,0.566,0.023,0.033,0.237,0.081,0.006,0,0.005
TCGA-A2-A25D-01A,BRCA,simu_bulk_2ds_ref,0.02,0.089,0.033,0.466,0.023,0.111,0.089,0.159,0.012,0,0
TCGA-AO-A126-01A,BRCA,simu_bulk_2ds_ref,0,0.014,0.001,0.541,0.013,0.066,0.275,0.085,0.005,0,0
TCGA-A8-A09Q-01A,BRCA,simu_bulk_2ds_ref,0.036,0.051,0.012,0.51,0.006,0.032,0.123,0.229,0.002,0,0
TCGA-EW-A1J1-01A,BRCA,simu_bulk_2ds_ref,0.01,0.031,0.031,0.664,0.012,0.033,0.085,0.133,0.001,0,0
TCGA-E2-A15D-01A,BRCA,simu_bulk_2ds_ref,0,0.022,0.012,0.543,0.01,0.11,0.224,0.073,0.004,0,0.001
TCGA-LL-A5YO-01A,BRCA,simu_bulk_2ds_ref,0.12,0.103,0.051,0.325,0.035,0.035,0.078,0.234,0,0.018,0
TCGA-LL-A5YL-01A,BRCA,simu_bulk_2ds_ref,0.018,0.012,0.011,0.684,0.014,0.039,0.124,0.096,0.001,0,0
TCGA-A8-A08X-01A,BRCA,simu_bulk_2ds_ref,0.058,0.022,0.01,0.508,0.013,0.037,0.203,0.147,0,0.002,0
TCGA-A2-A0EN-01A,BRCA,simu_bulk_2ds_ref,0.014,0.074,0.032,0.263,0.009,0.114,0.264,0.222,0.007,0.001,0
TCGA-AR-A2LR-01A,BRCA,simu_bulk_2ds_ref,0,0,0.003,0.585,0.007,0.062,0.26,0.081,0.002,0,0
TCGA-B6-A1KN-01A,BRCA,simu_bulk_2ds_ref,0,0.02,0.007,0.674,0.008,0.079,0.151,0.057,0.001,0,0.003
TCGA-A7-A6VY-01A,BRCA,simu_bulk_2ds_ref,0.015,0.025,0.011,0.605,0.011,0.014,0.145,0.167,0,0.007,0
TCGA-C8-A1HL-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.623,0.001,0.101,0.154,0.121,0,0,0
TCGA-B6-A0WV-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.885,0.005,0.015,0.091,0.004,0,0,0
TCGA-E2-A159-01A,BRCA,simu_bulk_2ds_ref,0.018,0.041,0.044,0.545,0.005,0.037,0.098,0.21,0,0.001,0
TCGA-AR-A1AT-01A,BRCA,simu_bulk_2ds_ref,0.019,0.058,0.036,0.515,0.019,0.069,0.111,0.172,0,0,0
TCGA-BH-A6R8-01A,BRCA,simu_bulk_2ds_ref,0,0.03,0.008,0.703,0.019,0.021,0.065,0.149,0.006,0.001,0
TCGA-D8-A1Y1-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0,0.529,0.001,0.026,0.277,0.165,0,0,0
TCGA-BH-A0EE-01A,BRCA,simu_bulk_2ds_ref,0.003,0.02,0.006,0.898,0.006,0.017,0.002,0.048,0,0,0
TCGA-AC-A3OD-01B,BRCA,simu_bulk_2ds_ref,0.061,0.098,0.086,0.225,0.034,0.065,0.194,0.19,0.019,0.004,0.024
TCGA-BH-A0HB-01A,BRCA,simu_bulk_2ds_ref,0,0.025,0.021,0.682,0.011,0.026,0.092,0.142,0.001,0,0
TCGA-A2-A1FW-01A,BRCA,simu_bulk_2ds_ref,0.001,0.014,0.004,0.71,0.005,0.046,0.146,0.067,0.004,0,0.003
TCGA-E2-A14Z-01A,BRCA,simu_bulk_2ds_ref,0.01,0.079,0.031,0.428,0.029,0.06,0.175,0.176,0.012,0,0
TCGA-EW-A1PF-01A,BRCA,simu_bulk_2ds_ref,0.008,0.017,0.007,0.466,0.022,0.097,0.272,0.102,0.006,0,0.004
TCGA-BH-A1FU-01A,BRCA,simu_bulk_2ds_ref,0.026,0.036,0.007,0.445,0.018,0.101,0.289,0.075,0.001,0.001,0
TCGA-A8-A07C-01A,BRCA,simu_bulk_2ds_ref,0.022,0.019,0.03,0.618,0.016,0.055,0.096,0.142,0,0,0.001
