gene_name,gene_ids,n_cells,total_counts,n_counts
DTD1,ENSG00000125821,97567,925.0,642497.44
DTD2,ENSG00000129480,38117,126.0,166271.05
DTHD1,ENSG00000197057,8655,154.0,50949.74
DTL,ENSG00000143476,16201,154.0,92432.4
DTNA,,31076,11.0,193509.25
DTNB,ENSG00000138101,28080,244.0,169543.38
DTNBP1,ENSG00000047579,59857,808.0,387666.5
DTWD1,ENSG00000104047,57208,276.0,353068.34
DTWD2,ENSG00000169570,26318,26.0,85059.555
DTX1,,5426,,33440.43
DTX2,ENSG00000091073,39955,273.0,233771.78
DTX3,ENSG00000178498,32480,222.0,209837.33
DTX3L,ENSG00000163840,74030,451.0,416851.8
DTX4,,11877,12.0,71993.66
DTYMK,ENSG00000168393,92514,762.0,638980.0
DUOX1,ENSG00000137857,23811,138.0,105819.9
DUOX2,,21925,,97244.84
DUOXA1,,3664,,22665.979
DUOXA2,,6733,,50895.707
DUS1L,ENSG00000169718,83982,543.0,565093.75
DUS2,ENSG00000167264,14061,214.0,84384.77
DUS3L,ENSG00000141994,33399,254.0,205000.55
DUS4L,ENSG00000105865,27068,105.0,164166.66
DUSP1,ENSG00000120129,240606,17925.0,2212459.5
DUSP10,ENSG00000143507,63710,1057.0,421133.22
DUSP11,ENSG00000144048,67240,776.0,417159.94
DUSP12,ENSG00000081721,59601,433.0,371919.44
DUSP13,,174,,785.5623
DUSP14,ENSG00000276023,51518,123.0,329940.03
DUSP15,,5582,,35569.56
DUSP16,ENSG00000111266,37938,578.0,225542.0
DUSP18,ENSG00000167065,34871,171.0,179449.12
DUSP19,,17093,12.0,43668.805
DUSP2,ENSG00000158050,94922,3966.0,772652.7
DUSP22,ENSG00000112679,55017,666.0,350537.75
DUSP23,ENSG00000158716,112306,1120.0,792718.2
DUSP26,,5085,,35854.41
DUSP27,,386,,2544.1904
DUSP28,ENSG00000188542,39124,244.0,200804.44
DUSP3,ENSG00000108861,72085,207.0,441536.78
DUSP4,ENSG00000120875,88291,6161.0,642328.56
DUSP5,ENSG00000138166,53614,1309.0,339569.66
DUSP6,ENSG00000139318,84112,580.0,590018.5
DUSP7,ENSG00000164086,22940,53.0,125533.8
DUSP8,,21336,36.0,130618.3
DUSP9,,931,,3789.6501
DUT,ENSG00000128951,168646,3795.0,1245043.8
DUX4,,134,,227.69293
DUXA,,5729,,9956.615
DVL1,ENSG00000107404,34109,43.0,211215.58
DVL2,ENSG00000004975,41690,349.0,255507.45
DVL3,ENSG00000161202,64330,176.0,363444.94
DXO,ENSG00000204348,24841,212.0,152719.48
DYDC1,,7769,,17089.342
DYDC2,,1071,,3770.6907
DYM,ENSG00000141627,47627,337.0,282367.3
DYNAP,,3654,,8885.407
DYNC1H1,ENSG00000197102,130681,902.0,878772.56
DYNC1I1,,6944,,44716.004
DYNC1I2,ENSG00000077380,153087,1513.0,1079560.5
DYNC1LI1,ENSG00000144635,86499,782.0,554066.94
DYNC1LI2,ENSG00000135720,111250,413.0,746312.9
DYNC2H1,ENSG00000187240,23395,102.0,143251.33
DYNC2LI1,ENSG00000138036,42476,72.0,234104.92
DYNLL1,ENSG00000088986,260291,5950.0,2336800.5
DYNLL2,ENSG00000264364,80405,372.0,541624.5
DYNLRB1,ENSG00000125971,214586,3552.0,1675573.5
DYNLRB2,,4042,22.0,26135.324
DYNLT1,ENSG00000146425,187830,1857.0,1444049.0
DYNLT3,ENSG00000165169,97212,530.0,642369.06
DYRK1A,ENSG00000157540,51832,302.0,316126.6
DYRK1B,ENSG00000105204,22163,225.0,139912.1
DYRK2,ENSG00000127334,44672,350.0,276012.78
DYRK3,ENSG00000143479,8729,20.0,53635.33
DYRK4,ENSG00000010219,53262,347.0,332905.12
DYSF,ENSG00000135636,11830,17.0,77815.16
DYX1C1,ENSG00000256061,16805,25.0,76467.4
DZANK1,ENSG00000089091,21712,29.0,71511.14
DZIP1,,17807,,78255.06
DZIP1L,,6588,,37734.324
DZIP3,ENSG00000198919,41902,732.0,245113.61
E2F1,ENSG00000101412,25838,316.0,167111.39
E2F2,ENSG00000007968,15816,71.0,46955.453
E2F3,ENSG00000112242,42711,254.0,258882.66
E2F4,ENSG00000205250,74314,990.0,486546.22
E2F5,ENSG00000133740,28626,26.0,132840.45
E2F6,ENSG00000169016,38012,139.0,228035.58
E2F7,,10047,30.0,54048.76
E2F8,ENSG00000129173,7821,54.0,42763.98
E4F1,ENSG00000167967,34955,229.0,217964.1
EAF1,ENSG00000144597,55224,291.0,311726.88
EAF2,ENSG00000145088,31540,222.0,198036.39
EAPP,ENSG00000129518,119477,1539.0,817572.0
EARS2,ENSG00000103356,23958,72.0,119760.984
EBAG9,ENSG00000147654,82473,457.0,536963.2
EBF1,ENSG00000164330,18145,23.0,116344.36
EBF2,,9051,,27979.578
EBF3,,3142,,18998.504
EBF4,ENSG00000088881,11874,14.0,72798.11
EBI3,ENSG00000105246,12945,162.0,78169.19
EBLN2,ENSG00000255423,15082,211.0,96717.16
EBNA1BP2,ENSG00000117395,111756,841.0,773415.56
EBP,ENSG00000147155,103895,1399.0,709275.06
EBPL,ENSG00000123179,109154,588.0,732008.44
ECD,ENSG00000122882,44184,351.0,260293.33
ECE1,ENSG00000117298,71327,477.0,421003.1
ECE2,ENSG00000145194,28847,96.0,171357.86
ECEL1,,1222,42.0,7995.3677
ECH1,ENSG00000104823,168651,3138.0,1263767.0
ECHDC1,ENSG00000093144,96569,1082.0,632194.6
ECHDC2,ENSG00000121310,74594,372.0,466480.72
ECHDC3,ENSG00000134463,15271,27.0,83555.94
ECHS1,ENSG00000127884,150881,1603.0,1081779.9
ECI1,ENSG00000167969,84155,473.0,569462.06
ECI2,ENSG00000198721,95351,794.0,629471.56
ECM1,,23368,,156904.94
ECM2,,10766,,70034.17
ECSCR,,8564,,64928.8
ECSIT,ENSG00000130159,71532,487.0,466088.94
ECT2,ENSG00000114346,49734,81.0,255339.61
ECT2L,,6612,,8903.82
EDA,,8064,14.0,33494.797
EDA2R,,3213,,19912.023
EDAR,,371,,2159.4453
EDARADD,ENSG00000186197,20653,178.0,89028.9
EDC3,ENSG00000179151,28669,164.0,167875.6
EDC4,,9646,,50060.79
EDEM1,ENSG00000134109,56571,509.0,333155.9
EDEM2,ENSG00000088298,61633,516.0,390054.28
EDEM3,ENSG00000116406,68312,139.0,418096.53
EDF1,ENSG00000107223,279560,9182.0,2435303.0
EDIL3,,12301,,86788.29
EDN1,,22607,14.0,156989.14
EDN2,,1921,,12863.6875
EDN3,,1419,,9024.058
EDNRA,,10517,,72441.53
EDNRB,,26223,,187496.39
EDRF1,ENSG00000107938,30594,238.0,171453.34
EEA1,ENSG00000102189,83427,264.0,523974.88
EED,ENSG00000074266,51773,570.0,316716.25
EEF1A1,ENSG00000156508,334466,134404.0,4097060.5
EEF1A2,,15789,,113036.016
EEF1B2,ENSG00000114942,293758,11927.0,2753157.2
EEF1D,ENSG00000104529,315438,20361.0,3030240.8
EEF1E1,ENSG00000124802,101073,902.0,674754.7
EEF1E1-BLOC1S5,,5103,,22839.865
EEF1G,ENSG00000254772,105003,186.0,853791.5
EEF2,ENSG00000167658,297888,15383.0,2746232.5
EEF2K,ENSG00000103319,44455,127.0,195216.7
EEF2KMT,ENSG00000118894,18107,171.0,107007.0
EEFSEC,ENSG00000132394,33878,348.0,208972.45
EEPD1,ENSG00000122547,29371,125.0,183220.2
EFCAB1,,979,,5315.8965
EFCAB10,,2279,,10138.569
EFCAB11,ENSG00000140025,30694,78.0,148614.36
EFCAB12,,10944,,20318.312
EFCAB13,,7598,10.0,39310.2
EFCAB14,ENSG00000159658,103167,789.0,668345.8
EFCAB2,ENSG00000203666,42826,282.0,209147.61
EFCAB3,,3971,,13625.462
EFCAB5,,2343,12.0,10884.804
EFCAB6,,5149,,11879.676
EFCAB7,ENSG00000203965,13786,60.0,83036.06
EFCC1,,1927,,12209.668
EFEMP1,,34393,,251891.38
EFEMP2,,35492,16.0,251350.31
EFHB,,7867,14.0,19763.824
EFHC1,ENSG00000096093,56584,171.0,325389.25
EFHC2,,2407,,14929.736
EFHD1,,9082,,64445.773
EFHD2,ENSG00000142634,120518,2737.0,874384.44
EFNA1,,63149,,445088.4
EFNA2,,5787,,32520.81
EFNA3,ENSG00000143590,12815,19.0,79083.41
EFNA4,ENSG00000243364,28895,109.0,180141.4
EFNA5,,23339,,139947.3
EFNB1,ENSG00000090776,28520,49.0,181631.5
EFNB2,,42532,,283556.12
EFNB3,,4832,,29037.45
EFR3A,ENSG00000132294,74283,414.0,462325.75
EFR3B,,16867,10.0,46154.625
EFS,,9741,,58490.74
EFTUD1,ENSG00000140598,11341,137.0,71407.14
EFTUD2,ENSG00000108883,68444,559.0,421398.44
EGF,,1748,,7066.8647
EGFL6,,3739,,28365.61
EGFL7,ENSG00000172889,44806,32.0,311166.94
EGFL8,,13912,,40377.105
EGFLAM,,3122,,20921.514
EGFR,,42101,,323378.34
EGLN1,ENSG00000135766,67418,435.0,426128.66
EGLN2,ENSG00000269858,90801,1122.0,606544.8
EGLN3,ENSG00000129521,30729,88.0,192639.88
EGR1,ENSG00000120738,148551,585.0,1228322.1
EGR2,ENSG00000122877,35086,256.0,237148.34
EGR3,ENSG00000179388,31584,126.0,219754.38
EGR4,,6477,,45526.53
EHBP1,ENSG00000115504,48508,100.0,280994.53
EHBP1L1,ENSG00000173442,54252,547.0,357237.4
EHD1,ENSG00000110047,76342,1288.0,508136.2
EHD2,,44212,,255838.39
EHD3,ENSG00000013016,9723,19.0,57235.992
EHD4,ENSG00000103966,69715,701.0,429541.16
EHF,,33004,,219766.02
EHHADH,,12407,28.0,58777.33
EHMT1,ENSG00000181090,74305,476.0,445332.28
EHMT2,ENSG00000204371,59150,398.0,335075.75
EI24,ENSG00000149547,132748,710.0,937040.75
EID1,ENSG00000255302,231511,6572.0,1857284.6
EID2,ENSG00000176396,33314,186.0,207983.89
EID2B,ENSG00000176401,26242,157.0,124031.62
EID3,ENSG00000255150,14954,216.0,93455.766
EIF1,ENSG00000173812,333340,42118.0,3562723.5
EIF1AD,ENSG00000175376,56163,223.0,307061.28
EIF1AX,ENSG00000173674,197856,1921.0,1496680.6
EIF1AY,ENSG00000198692,82934,1422.0,567773.44
EIF1B,ENSG00000114784,164534,2204.0,1197411.0
EIF2A,ENSG00000144895,129418,1099.0,874557.56
EIF2AK1,ENSG00000086232,113286,887.0,751325.1
EIF2AK2,ENSG00000055332,123215,1875.0,807505.7
EIF2AK3,ENSG00000172071,26908,119.0,159361.88
EIF2AK4,ENSG00000128829,88937,228.0,568458.9
EIF2B1,ENSG00000111361,79818,807.0,505021.16
EIF2B2,ENSG00000119718,53455,336.0,325503.97
EIF2B3,ENSG00000070785,49464,276.0,294457.06
EIF2B4,ENSG00000115211,61052,338.0,375692.78
EIF2B5,ENSG00000145191,62660,412.0,398279.25
EIF2D,ENSG00000143486,56840,336.0,339443.75
EIF2S1,ENSG00000134001,109951,1068.0,723231.9
EIF2S2,ENSG00000125977,207163,3443.0,1618179.1
EIF2S3,ENSG00000130741,158023,1349.0,1131602.2
EIF2S3L,ENSG00000180574,2068,,7312.4272
EIF3A,ENSG00000107581,174217,2206.0,1262161.0
EIF3B,ENSG00000106263,103104,846.0,686466.4
EIF3C,ENSG00000184110,34583,108.0,197408.33
EIF3CL,ENSG00000205609,13211,12.0,41107.742
EIF3D,ENSG00000100353,188241,3475.0,1400221.2
EIF3E,ENSG00000104408,262436,6784.0,2207315.0
EIF3F,ENSG00000175390,235769,5671.0,1875551.4
EIF3G,ENSG00000130811,222929,4357.0,1729643.2
EIF3H,ENSG00000147677,242604,5840.0,1964114.5
EIF3I,ENSG00000084623,193810,3268.0,1453064.6
EIF3J,ENSG00000104131,162947,2022.0,1177615.5
EIF3K,ENSG00000178982,262720,7595.0,2208544.5
EIF3L,ENSG00000100129,213557,4434.0,1658038.0
EIF3M,ENSG00000149100,185329,2818.0,1371164.0
EIF4A1,ENSG00000161960,196953,2374.0,1685534.9
EIF4A2,ENSG00000156976,256117,5239.0,2121613.0
EIF4A3,ENSG00000141543,132849,1614.0,955758.25
EIF4B,ENSG00000063046,201046,2643.0,1516294.0
EIF4E,ENSG00000151247,137151,1532.0,950008.9
EIF4E1B,,101,,553.4961
EIF4E2,ENSG00000135930,123947,1299.0,837073.44
EIF4E3,ENSG00000163412,26744,372.0,157920.52
EIF4EBP1,ENSG00000187840,125544,873.0,922228.56
EIF4EBP2,ENSG00000148730,97573,734.0,593605.9
EIF4EBP3,,8830,11.0,52868.188
EIF4ENIF1,ENSG00000184708,26307,111.0,154836.72
EIF4G1,ENSG00000114867,126524,732.0,845331.94
EIF4G2,ENSG00000110321,237865,5541.0,1936018.5
EIF4G3,ENSG00000075151,76813,382.0,462647.8
EIF4H,ENSG00000106682,173243,2935.0,1261817.1
EIF5,ENSG00000100664,212940,2325.0,1708562.1
EIF5A,ENSG00000132507,197907,1602.0,1593828.0
EIF5A2,ENSG00000163577,44153,235.0,204412.11
EIF5AL1,ENSG00000253626,49403,72.0,271670.16
EIF5B,ENSG00000158417,190391,2304.0,1405102.9
EIF6,ENSG00000242372,163017,2238.0,1199872.8
ELAC1,ENSG00000141642,30877,221.0,181222.58
ELAC2,ENSG00000006744,51133,453.0,293144.47
ELANE,,794,,5932.4194
ELAVL1,ENSG00000066044,119267,1468.0,789184.7
ELAVL2,,6970,,33418.027
ELAVL3,,15875,,108063.336
ELAVL4,ENSG00000162374,6098,20.0,43340.566
ELF1,ENSG00000120690,145371,3194.0,1097897.8
ELF2,ENSG00000109381,86639,428.0,543007.1
ELF3,,88109,,673014.94
ELF4,ENSG00000102034,19003,146.0,110208.13
ELF5,,5763,,24839.99
ELFN1,,2491,,14891.711
ELFN2,,2574,,14933.543
ELK1,ENSG00000126767,36904,274.0,231343.19
ELK3,ENSG00000111145,65749,351.0,431152.78
ELK4,ENSG00000158711,83524,545.0,491146.1
ELL,ENSG00000105656,35988,328.0,218799.97
ELL2,ENSG00000118985,86057,133.0,570152.3
ELL3,,2972,,13217.888
ELMO1,ENSG00000155849,57034,817.0,368345.56
ELMO2,ENSG00000062598,28734,237.0,165892.61
ELMO3,ENSG00000102890,19218,22.0,117934.44
ELMOD1,,23094,,75057.6
ELMOD2,ENSG00000179387,39348,246.0,241079.95
ELMOD3,ENSG00000115459,45063,410.0,248253.66
ELMSAN1,ENSG00000156030,75883,414.0,451708.06
ELN,,19162,,127786.086
ELOF1,ENSG00000130165,125403,1412.0,859379.25
ELOVL1,ENSG00000066322,87981,750.0,579394.25
ELOVL2,,16771,,108626.63
ELOVL3,,710,,3946.1648
ELOVL4,ENSG00000118402,9501,,50884.066
ELOVL5,ENSG00000012660,119527,1233.0,825174.4
ELOVL6,ENSG00000170522,31610,93.0,153106.98
ELOVL7,,25613,,102769.6
ELP2,ENSG00000134759,77214,578.0,478735.6
ELP3,ENSG00000134014,37854,277.0,206298.73
ELP4,ENSG00000109911,33469,169.0,173947.61
ELP5,ENSG00000170291,78288,500.0,514750.47
ELP6,ENSG00000163832,65785,588.0,401260.6
ELSPBP1,ENSG00000169393,193,,1247.028
ELTD1,,5970,,48258.855
EMB,ENSG00000170571,88855,2052.0,628573.5
EMC1,ENSG00000127463,50017,210.0,251308.84
EMC10,ENSG00000161671,135602,1641.0,908520.25
EMC2,ENSG00000104412,72090,425.0,469207.53
EMC3,ENSG00000125037,122508,1356.0,832103.2
EMC4,ENSG00000128463,152910,1701.0,1111688.8
EMC6,ENSG00000127774,134037,1195.0,968672.25
EMC7,ENSG00000134153,140286,1714.0,990032.2
EMC8,ENSG00000131148,80237,586.0,531067.75
EMC9,ENSG00000100908,59726,364.0,383392.5
EMCN,,12138,,78085.16
EMD,ENSG00000102119,107560,948.0,737313.94
EME1,ENSG00000154920,7586,19.0,39104.023
EME2,ENSG00000197774,16157,57.0,78900.68
EMG1,ENSG00000126749,97327,687.0,629455.2
EMID1,ENSG00000186998,9258,,59749.797
EMILIN1,ENSG00000138080,18197,31.0,132088.6
EMILIN2,ENSG00000132205,39914,267.0,225392.72
EMILIN3,,3764,,23169.748
EML1,,20864,,92671.516
EML2,ENSG00000125746,46120,586.0,258978.38
EML3,ENSG00000149499,43986,733.0,270982.56
EML4,ENSG00000143924,129236,2279.0,904338.7
EML5,,9673,,21456.8
EML6,ENSG00000214595,15339,,41292.312
EMP1,ENSG00000134531,75240,215.0,545338.6
EMP2,,97100,,611689.7
EMP3,ENSG00000142227,182010,8501.0,1507002.1
EMR1,,1198,,8234.949
EMR2,,7141,,49089.656
EMR3,,1670,,12610.929
EMX1,,456,,2649.6624
EMX2,,5563,,37289.918
EN1,,4228,,28891.95
EN2,,1970,,11949.477
ENAH,,98055,,594668.44
ENAM,,1282,,6661.435
ENC1,ENSG00000171617,48180,28.0,316881.7
ENDOD1,ENSG00000149218,50087,168.0,320625.56
ENDOG,ENSG00000167136,48660,268.0,313130.47
ENDOU,,470,,2931.5938
ENDOV,ENSG00000173818,60733,377.0,363683.9
ENG,ENSG00000106991,52260,405.0,373141.97
ENGASE,ENSG00000167280,21096,100.0,128603.67
ENHO,ENSG00000168913,11984,74.0,81018.83
ENKD1,ENSG00000124074,22635,41.0,139278.61
ENKUR,,5631,,36014.668
ENO1,ENSG00000074800,258608,17042.0,2283357.2
ENO2,ENSG00000111674,49713,350.0,332689.78
ENO3,ENSG00000108515,19337,62.0,129702.055
ENO4,,1233,,6440.6016
ENOPH1,ENSG00000145293,88431,795.0,585418.25
ENOSF1,ENSG00000132199,65411,317.0,367267.78
ENOX1,,5489,,32630.547
ENOX2,ENSG00000165675,29387,155.0,169467.27
ENPEP,,5633,,37197.203
ENPP1,ENSG00000197594,24728,,78505.305
ENPP2,ENSG00000136960,17151,100.0,106697.9
ENPP3,ENSG00000154269,2146,,12381.484
ENPP4,ENSG00000001561,29519,99.0,178974.22
ENPP5,,12450,10.0,78440.15
ENPP6,,4461,17.0,16733.18
ENPP7,,131,,610.57086
ENSA,ENSG00000143420,190586,3988.0,1416618.0
ENTHD1,,453,,3106.832
ENTHD2,ENSG00000167302,14235,179.0,91095.43
ENTPD1,ENSG00000138185,70272,5881.0,430126.66
ENTPD2,,9053,,56463.2
ENTPD3,,4249,,21793.299
ENTPD4,ENSG00000197217,58236,254.0,311594.44
ENTPD5,ENSG00000187097,35190,74.0,216244.22
ENTPD6,ENSG00000197586,58111,271.0,370424.38
ENTPD7,ENSG00000198018,8460,18.0,40850.36
ENTPD8,,5656,,37188.47
ENY2,ENSG00000120533,204493,2929.0,1565570.6
EOGT,ENSG00000163378,27276,82.0,126308.24
EOMES,ENSG00000163508,12418,159.0,70887.445
EP300,ENSG00000100393,74373,447.0,450108.28
EP400,ENSG00000183495,50742,390.0,297018.97
EP400NL,ENSG00000185684,22840,175.0,98089.61
EPAS1,ENSG00000116016,63619,34.0,440330.94
EPB41,ENSG00000159023,63176,440.0,359931.88
EPB41L1,,28459,,171417.73
EPB41L2,ENSG00000079819,72912,131.0,504699.16
EPB41L3,ENSG00000082397,29846,164.0,196249.08
EPB41L4A,ENSG00000129595,25766,13.0,113716.04
EPB41L4B,,12802,,76649.42
EPB41L5,,27819,12.0,163766.81
EPB42,ENSG00000166947,8369,67.0,27891.953
EPC1,ENSG00000120616,127546,2190.0,869203.75
EPC2,ENSG00000135999,38641,216.0,237703.83
EPCAM,,80909,,658191.7
EPDR1,,32125,25.0,207045.38
EPG5,ENSG00000152223,30776,143.0,169051.58
EPGN,,5964,,13699.403
EPHA1,ENSG00000146904,11142,64.0,63143.785
EPHA10,,18555,,48062.27
EPHA2,ENSG00000142627,32460,41.0,211580.83
EPHA3,,8155,,51977.445
EPHA4,ENSG00000116106,24721,20.0,150044.44
EPHA5,,1134,,6558.64
EPHA6,,1010,,6312.6084
EPHA7,,3306,,20289.275
EPHB1,ENSG00000154928,6459,35.0,41676.848
EPHB2,,26134,,127788.28
EPHB3,,15274,,92473.53
EPHB4,,28946,,167770.44
EPHB6,ENSG00000106123,20179,229.0,130545.65
EPHX1,ENSG00000143819,64419,16.0,429584.6
EPHX2,ENSG00000120915,26097,175.0,159963.39
EPHX3,,2866,,17092.375
EPHX4,,3562,,18864.98
EPM2A,ENSG00000112425,7763,11.0,46295.504
EPM2AIP1,ENSG00000178567,68124,422.0,429292.3
EPN1,ENSG00000063245,114188,630.0,726932.3
EPN2,ENSG00000072134,61899,110.0,402147.53
EPN3,,10651,,66377.5
EPO,,322,,1215.9617
EPOR,ENSG00000187266,17016,104.0,103080.516
EPPIN,,10613,,27839.174
EPPK1,,15286,,85368.73
EPRS,ENSG00000136628,104343,731.0,682996.0
EPS15,ENSG00000085832,85400,860.0,547541.44
EPS15L1,ENSG00000127527,44446,344.0,261401.39
EPS8,ENSG00000151491,74842,12.0,499005.6
EPS8L1,ENSG00000131037,26303,73.0,176103.67
EPS8L2,ENSG00000177106,47889,644.0,312592.62
EPS8L3,,9604,,65014.215
EPSTI1,ENSG00000133106,79849,2526.0,565495.2
EPT1,ENSG00000138018,18576,123.0,106508.01
EPX,,326,,858.84894
EPYC,,1062,,7870.7305
ERAL1,ENSG00000132591,52325,283.0,323812.72
ERAP1,ENSG00000164307,44017,358.0,257081.73
ERAP2,ENSG00000164308,65734,915.0,398676.12
ERBB2,,52826,25.0,312371.03
ERBB2IP,ENSG00000112851,58198,674.0,403557.0
ERBB3,ENSG00000065361,61163,16.0,368816.4
ERBB4,,5231,,32535.697
ERC1,ENSG00000082805,53011,98.0,300326.94
ERC2,,3153,,18264.305
ERCC1,ENSG00000012061,126909,1090.0,847365.0
ERCC2,ENSG00000104884,24411,163.0,143031.23
ERCC3,ENSG00000163161,43217,289.0,243012.05
ERCC4,ENSG00000175595,48883,201.0,233642.84
ERCC5,ENSG00000134899,42291,396.0,256240.19
ERCC6,ENSG00000225830,16398,64.0,90413.63
ERCC6L,,4425,18.0,24035.797
ERCC6L2,ENSG00000182150,36692,140.0,218705.1
ERCC8,ENSG00000049167,25226,90.0,119948.39
EREG,ENSG00000124882,36291,767.0,198479.38
ERF,ENSG00000105722,52827,187.0,341925.34
ERG,,7485,,51742.633
ERGIC1,ENSG00000113719,117061,462.0,777277.6
ERGIC2,ENSG00000087502,126404,1096.0,857292.2
ERGIC3,ENSG00000125991,181594,2192.0,1350637.0
ERH,ENSG00000100632,220618,4350.0,1751188.1
ERI1,ENSG00000104626,37583,242.0,205789.33
ERI2,ENSG00000196678,18583,52.0,108483.06
ERI3,ENSG00000117419,88740,498.0,589654.06
ERICH1,ENSG00000104714,96763,1204.0,643439.8
ERICH2,,3768,,23134.51
ERICH3,,556,,3893.068
ERICH5,,2767,,13901.463
ERICH6,,382,,1573.8796
ERICH6B,,175,,576.31793
ERLEC1,ENSG00000068912,130817,934.0,898021.25
ERLIN1,ENSG00000107566,37883,99.0,217331.2
ERLIN2,ENSG00000147475,52185,138.0,270671.2
ERMAP,ENSG00000164010,14062,33.0,83665.46
ERMARD,ENSG00000130023,14534,108.0,83751.3
ERMN,ENSG00000136541,4454,36.0,22088.719
ERMP1,ENSG00000099219,17132,63.0,98070.44
ERN1,ENSG00000178607,51838,511.0,303999.34
ERN2,,8623,,40421.14
ERO1L,,29510,,223168.22
ERO1LB,,9645,,63922.38
ERP27,ENSG00000139055,13142,57.0,75704.914
ERP29,ENSG00000089248,218676,3781.0,1694345.4
ERP44,ENSG00000023318,128561,1817.0,867558.2
ERRFI1,ENSG00000116285,76967,26.0,533612.44
ERV3-1,ENSG00000213462,49808,471.0,332494.47
ERVFRD-1,,422,,2179.5437
ERVMER34-1,,8975,,26196.576
ERVV-1,,6890,,15408.369
ERVW-1,,2980,11.0,7883.0723
ESAM,,19499,,139634.55
ESCO1,ENSG00000141446,60827,313.0,361994.44
ESCO2,ENSG00000171320,25096,155.0,115458.2
ESD,ENSG00000139684,142660,1625.0,1014428.1
ESF1,ENSG00000089048,105517,630.0,691268.6
ESM1,,3796,,26231.654
ESPL1,ENSG00000135476,11405,20.0,36732.027
ESPN,ENSG00000187017,12202,,72608.445
ESPNL,,233,,1388.2463
ESR1,,4722,,27132.227
ESR2,,9189,11.0,30221.31
ESRP1,,25976,,168689.62
ESRP2,,11726,,69607.91
ESRRA,ENSG00000173153,66879,356.0,419105.3
ESRRB,,140,,791.10535
ESRRG,,13973,,46768.387
ESYT1,ENSG00000139641,66512,1495.0,421193.97
ESYT2,ENSG00000117868,79406,496.0,447427.53
ESYT3,,11149,,19133.42
ETAA1,ENSG00000143971,25878,60.0,149858.88
ETF1,ENSG00000120705,117097,1074.0,778696.2
ETFA,ENSG00000140374,123397,1379.0,844932.0
ETFB,ENSG00000105379,163106,2579.0,1192184.6
ETFDH,ENSG00000171503,43603,251.0,239797.27
ETHE1,ENSG00000105755,106946,1482.0,734550.4
ETNK1,ENSG00000139163,100191,733.0,653257.8
ETNK2,,12045,18.0,69966.945
ETNPPL,,1467,,4268.776
ETS1,ENSG00000134954,86404,2160.0,624978.1
ETS2,ENSG00000157557,86959,525.0,608520.0
ETV1,ENSG00000006468,37373,184.0,266407.12
ETV2,ENSG00000105672,12042,75.0,74310.664
ETV3,ENSG00000117036,38222,199.0,219918.61
ETV3L,,942,,2599.5662
ETV4,,13443,,82666.33
ETV5,ENSG00000244405,51879,68.0,318016.97
ETV6,ENSG00000139083,63400,535.0,387699.38
ETV7,ENSG00000010030,17145,460.0,105409.766
EVA1A,,18712,,113982.195
EVA1B,ENSG00000142694,49436,244.0,337699.3
EVA1C,ENSG00000166979,30147,199.0,194726.28
EVC,,7948,16.0,38021.22
EVC2,ENSG00000173040,3924,72.0,22594.273
EVI2A,ENSG00000126860,80800,2707.0,596855.8
EVI2B,ENSG00000185862,100659,3048.0,790324.1
EVI5,ENSG00000067208,69380,64.0,374551.66
EVI5L,ENSG00000142459,19532,59.0,79487.71
EVL,ENSG00000196405,144435,11776.0,1112861.2
EVPL,,11250,,69384.92
EVPLL,,762,,4415.111
EVX1,,465,,2628.9133
EWSR1,ENSG00000182944,151841,2862.0,1074589.6
EXD1,,18203,,37272.39
EXD2,ENSG00000081177,20749,28.0,124675.98
EXD3,ENSG00000187609,32390,149.0,169841.38
EXO1,ENSG00000174371,9055,54.0,51460.652
EXO5,ENSG00000164002,17633,75.0,76184.06
EXOC1,ENSG00000090989,69284,417.0,441288.12
EXOC2,ENSG00000112685,33965,340.0,198357.72
EXOC3,ENSG00000180104,51040,469.0,320263.9
EXOC3L1,,4718,19.0,30090.78
EXOC3L2,,7483,,26395.63
EXOC3L4,,2553,,15013.616
EXOC4,ENSG00000131558,60790,393.0,384997.94
EXOC5,ENSG00000070367,69008,407.0,413953.2
EXOC6,ENSG00000138190,40902,310.0,250156.78
EXOC6B,ENSG00000144036,24064,27.0,139667.33
EXOC7,ENSG00000182473,100732,1110.0,643994.8
EXOC8,ENSG00000116903,21173,65.0,120264.43
EXOG,ENSG00000157036,45058,582.0,280457.16
EXOSC1,ENSG00000171311,88488,1052.0,569205.9
EXOSC10,ENSG00000171824,58625,421.0,349611.75
EXOSC2,ENSG00000130713,47169,203.0,242358.42
EXOSC3,ENSG00000107371,69035,549.0,432476.78
EXOSC4,ENSG00000178896,84387,380.0,556218.8
EXOSC5,ENSG00000077348,61585,441.0,390254.78
EXOSC6,ENSG00000223496,68126,532.0,392209.1
EXOSC7,ENSG00000075914,75413,526.0,465351.16
EXOSC8,ENSG00000120699,87383,813.0,572558.56
EXOSC9,ENSG00000123737,52041,641.0,320443.1
EXPH5,,34864,,120856.73
EXT1,ENSG00000182197,39670,46.0,226660.8
EXT2,ENSG00000151348,45980,192.0,282761.06
EXTL1,,665,,3517.495
EXTL2,ENSG00000162694,36881,70.0,228672.28
EXTL3,ENSG00000012232,37099,88.0,201013.12
EYA1,,2147,,12566.513
EYA2,,10790,,67502.68
